Mon Nov 28 2022,10:30p,Indiana Pacers,116,Los Angeles Lakers,115
Tue Nov 29 2022,7:00p,New York Knicks,140,Detroit Pistons,110
Tue Nov 29 2022,7:30p,Golden State Warriors,113,Dallas Mavericks,116
Tue Nov 29 2022,10:00p,Los Angeles Clippers,118,Portland Trail Blazers,112
Wed Nov 30 2022,7:00p,Philadelphia 76ers,85,Cleveland Cavaliers,113
Wed Nov 30 2022,7:00p,Atlanta Hawks,125,Orlando Magic,108
Wed Nov 30 2022,7:30p,Miami Heat,121,Boston Celtics,134
Wed Nov 30 2022,7:30p,Washington Wizards,107,Brooklyn Nets,113
Wed Nov 30 2022,7:30p,Milwaukee Bucks,109,New York Knicks,103
Wed Nov 30 2022,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,109
Wed Nov 30 2022,8:00p,Toronto Raptors,108,New Orleans Pelicans,126
Wed Nov 30 2022,8:00p,San Antonio Spurs,111,Oklahoma City Thunder,119
Wed Nov 30 2022,9:00p,Houston Rockets,100,Denver Nuggets,120
Wed Nov 30 2022,9:00p,Chicago Bulls,113,Phoenix Suns,132
Wed Nov 30 2022,9:00p,Los Angeles Clippers,112,Utah Jazz,125
Wed Nov 30 2022,10:00p,Indiana Pacers,114,Sacramento Kings,137
Wed Nov 30 2022,10:30p,Portland Trail Blazers,109,Los Angeles Lakers,128
Thu Dec 1 2022,7:00p,Dallas Mavericks,125,Detroit Pistons,131
Fri Dec 2 2022,7:00p,Washington Wizards,116,Charlotte Hornets,117
Fri Dec 2 2022,7:30p,Denver Nuggets,109,Atlanta Hawks,117
Fri Dec 2 2022,7:30p,Miami Heat,120,Boston Celtics,116
Fri Dec 2 2022,7:30p,Toronto Raptors,105,Brooklyn Nets,114
Fri Dec 2 2022,7:30p,Orlando Magic,96,Cleveland Cavaliers,107
Fri Dec 2 2022,7:30p,Los Angeles Lakers,133,Milwaukee Bucks,129
Fri Dec 2 2022,8:00p,Philadelphia 76ers,109,Memphis Grizzlies,117
Fri Dec 2 2022,8:00p,New Orleans Pelicans,117,San Antonio Spurs,99
Fri Dec 2 2022,9:00p,Houston Rockets,122,Phoenix Suns,121
Fri Dec 2 2022,9:00p,Indiana Pacers,119,Utah Jazz,139
Fri Dec 2 2022,10:00p,Chicago Bulls,111,Golden State Warriors,119
Sat Dec 3 2022,12:30p,Dallas Mavericks,121,New York Knicks,100
Sat Dec 3 2022,4:00p,Sacramento Kings,123,Los Angeles Clippers,96
Sat Dec 3 2022,6:00p,Milwaukee Bucks,105,Charlotte Hornets,96
Sat Dec 3 2022,8:00p,Oklahoma City Thunder,135,Minnesota Timberwolves,128
Sat Dec 3 2022,8:00p,Orlando Magic,108,Toronto Raptors,121
Sat Dec 3 2022,8:30p,Houston Rockets,101,Golden State Warriors,120
Sat Dec 3 2022,9:00p,Portland Trail Blazers,116,Utah Jazz,111
Sun Dec 4 2022,3:30p,Denver Nuggets,106,New Orleans Pelicans,121
Sun Dec 4 2022,4:00p,Phoenix Suns,133,San Antonio Spurs,95
Sun Dec 4 2022,6:00p,Boston Celtics,103,Brooklyn Nets,92
Sun Dec 4 2022,6:00p,Memphis Grizzlies,122,Detroit Pistons,112
